,content_id,part,content_questions,mean_content_accuracy,mean_prior_question_had_explanation,mean_prior_question_elapsed_time
10063,10063,6,7444,0.70674366,0.9634605,31494.21
10064,10064,6,7444,0.8727834,0.96332616,31716.04
10065,10065,6,7444,0.6100215,0.9619828,31560.416
10066,10066,6,6790,0.9306333,0.95905745,32388.828
10067,10067,6,6790,0.22606775,0.95905745,32780.477
10068,10068,6,6790,0.6755523,0.9600884,32727.703
10069,10069,6,6790,0.40279824,0.9597938,32792.145
10070,10070,6,28736,0.5780554,0.9542734,34225.746
10071,10071,6,28739,0.9137061,0.9544869,34073.31
10072,10072,6,28739,0.2584989,0.95420855,34151.547
10073,10073,6,28739,0.27711472,0.95365185,34261.535
10074,10074,6,26285,0.57150465,0.9529009,33585.934
10075,10075,6,26285,0.3457105,0.9520259,33792.7
10076,10076,6,26284,0.75,0.9543068,33601.85
10077,10077,6,26283,0.8043602,0.95274514,33741.977
10078,10078,6,24660,0.87919706,0.95644766,34046.133
10079,10079,6,24660,0.31257096,0.9565288,34023.938
10080,10080,6,24660,0.8101784,0.95624495,33970.184
10081,10081,6,24660,0.7483779,0.9551906,34017.176
10082,10082,6,11209,0.5275225,0.95334107,34348.734
10083,10083,6,11209,0.46409136,0.957891,34396.76
10084,10084,6,11209,0.50923365,0.95842624,34346.035
10085,10085,6,11209,0.8060487,0.9579802,34674.594
10086,10086,6,5541,0.67659265,0.9617398,32948.332
10087,10087,6,5541,0.7202671,0.96264213,33085.105
10088,10088,6,5541,0.5042411,0.9615593,32898.016
10089,10089,6,5540,0.7200361,0.9610108,33153.168
10090,10090,6,5775,0.31670997,0.9605195,31564.967
10091,10091,6,5775,0.67411256,0.958961,31464.004
10092,10092,6,5776,0.8769044,0.9620845,31600.28
10093,10093,6,5775,0.7049351,0.958961,31532.45
10094,10094,6,6132,0.706621,0.9605349,32015.451
10095,10095,6,6132,0.15525115,0.95906717,31980.982
10096,10096,6,6132,0.8597521,0.96102417,32077.723
10097,10097,6,6132,0.87182,0.9613503,32032.287
10098,10098,6,5220,0.51111114,0.9649425,31674.854
10099,10099,6,5220,0.72911876,0.96226054,31965.611
10100,10100,6,5220,0.9166667,0.9626437,31704.018
10101,10101,6,5220,0.23237547,0.9613027,31845.355
10102,10102,6,7677,0.7760844,0.964309,32109.719
10103,10103,6,7676,0.5330902,0.96365297,32196.377
10104,10104,6,7676,0.775013,0.9649557,32351.068
10105,10105,6,7677,0.3587339,0.9637879,32102.139
10106,10106,4,6105,0.76773137,0.96363634,23171.96
10107,10107,4,6105,0.93775594,0.9667486,23118.38
10108,10108,4,6105,0.418018,0.96773136,23130.613
10109,10109,4,5147,0.861667,0.96930254,22536.69
10110,10110,4,5147,0.95278805,0.9689139,22720.277
10111,10111,4,5147,0.7342141,0.9661939,22493.373
10112,10112,4,5635,0.602307,0.96291035,23657.158
10113,10113,4,5635,0.8282165,0.9645075,23665.725
10114,10114,4,5635,0.8631766,0.9620231,23649.912
10115,10115,4,5598,0.591104,0.96713114,23131.252
10116,10116,4,5598,0.68077886,0.96927476,23217.639
10117,10117,4,5598,0.84208643,0.96873885,23029.426
10118,10118,4,5953,0.70922226,0.96421975,23560.75
10119,10119,4,5953,0.7369394,0.9658995,23588.307
10120,10120,4,5953,0.87434906,0.96606755,23385.566
10121,10121,4,5305,0.9219604,0.96682376,23655.938
10122,10122,4,5305,0.7100848,0.9707823,23729.852
10123,10123,4,5305,0.7898209,0.9677663,23756.73
10124,10124,4,8331,0.539311,0.9705918,23706.049
10125,10125,4,8330,0.97010803,0.97190875,23740.615
10126,10126,4,8330,0.35654262,0.96890754,23700.332
10127,10127,4,5598,0.7906395,0.96016437,23408.258
10128,10128,4,5598,0.5734191,0.96463025,23648.799
10129,10129,4,5599,0.6622611,0.9637435,23583.668
10130,10130,4,5191,0.6233866,0.9655172,23803.043
10131,10131,4,5191,0.76651895,0.96436137,23743.355
10132,10132,4,5191,0.9412445,0.967251,23565.566
10133,10133,4,5673,0.5372819,0.9647453,22960.098
10134,10134,4,5673,0.856337,0.9698572,23078.057
10135,10135,4,5673,0.90375465,0.9647453,22950.367
10136,10136,6,8976,0.39304814,0.9621212,33060.707
10137,10137,6,8976,0.71947414,0.9643494,33115.137
10138,10138,6,8976,0.48005792,0.9644608,33104.305
10139,10139,6,8976,0.46546346,0.961787,33212.27
10140,10140,6,4396,0.8466788,0.955414,32936.637
10141,10141,6,4396,0.6264786,0.9524568,33077.18
10142,10142,6,4396,0.89308465,0.9522293,32792.46
10143,10143,6,4396,0.52434033,0.9524568,33146.492
10144,10144,6,6062,0.82810956,0.9605741,32702.371
10145,10145,6,6062,0.8800726,0.9613989,32596.555
10146,10146,6,6062,0.7906631,0.96271855,32648.086
10147,10147,6,6062,0.5897394,0.960904,32787.47
10148,10148,6,6571,0.8727743,0.9631715,32194.668
10149,10149,6,6571,0.89134073,0.9640846,32168.938
10150,10150,6,6571,0.34134835,0.9621062,32480.562
10151,10151,6,6571,0.88175315,0.9642368,32108.541
10152,10152,6,5255,0.8403425,0.9581351,32081.49
10153,10153,6,5255,0.75680304,0.95927685,32230.758
10154,10154,6,5255,0.79486203,0.95642245,31915.732
10155,10155,6,5255,0.7668887,0.95642245,32184.518
10156,10156,6,6680,0.93577844,0.96452093,32196.334
10157,10157,6,6680,0.86811376,0.96422154,32546.959
10158,10158,6,6680,0.39131737,0.9621258,32585.49
10159,10159,6,6680,0.72769463,0.95988023,32557.355
10160,10160,6,6011,0.58875394,0.9605723,34427.336
10161,10161,6,6011,0.8840459,0.96157044,34097.953
10162,10162,6,6011,0.6256862,0.9635668,34247.77
10163,10163,6,6010,0.87920135,0.9610649,34296.746
10164,10164,6,4961,0.75851643,0.96049184,31925.547
10165,10165,6,4961,0.40939328,0.95444465,32091.729
10166,10166,6,4961,0.8903447,0.9556541,31978.99
10167,10167,6,4961,0.8415642,0.9550494,32080.43
10168,10168,6,4836,0.84863526,0.9555418,32819.984
10169,10169,6,4837,0.7271036,0.95431054,32353.307
10170,10170,6,4837,0.50899315,0.9553442,32421.902
10171,10171,6,4837,0.9135828,0.9536903,32634.027
10172,10172,6,5988,0.17935872,0.9584168,32095.93
10173,10173,6,5988,0.6725117,0.9590848,32148.033
10174,10174,6,5987,0.49607483,0.9569066,32119.11
10175,10175,6,5988,0.8617234,0.95858383,32073.871
10176,10176,6,4417,0.8940457,0.9565316,31624.707
10177,10177,6,4417,0.30201495,0.9558524,31500.625
10178,10178,6,4417,0.8594068,0.95992756,31794.545
10179,10179,6,4417,0.9304958,0.95743716,31321.477
10180,10180,6,4925,0.7185787,0.9626396,31435.86
10181,10181,6,4925,0.7474112,0.96,31629.229
10182,10182,6,4925,0.89563453,0.95979697,31669.264
10183,10183,6,4925,0.72507614,0.96040606,31600.795
10184,10184,6,4999,0.78475696,0.954991,33302.1
10185,10185,6,4999,0.7319464,0.954991,33096.496
10186,10186,6,4999,0.76315266,0.95619124,33036.703
10187,10187,6,4999,0.81876373,0.95339066,33649.09
10188,10188,6,7734,0.85815877,0.96263254,34677.09
10189,10189,6,7734,0.48151022,0.95914143,34528.47
10190,10190,6,7732,0.70214695,0.9610709,34339.23
10191,10191,6,7734,0.19123352,0.9600465,34320.066
10192,10192,6,4781,0.6994353,0.9625601,31929.217
10193,10193,6,4781,0.7904204,0.961096,32249.158
10194,10194,6,4781,0.76866764,0.961096,31879.22
10195,10195,6,4781,0.8657185,0.9590044,32135.037
10196,10196,6,6313,0.6396325,0.96182483,32750.037
10197,10197,6,6313,0.4862981,0.9637256,32606.66
10198,10198,6,6312,0.7452471,0.9657795,32823.54
10199,10199,6,6313,0.7923333,0.963092,32724.072
10200,10200,6,5521,0.8625249,0.96160114,33470.227
10201,10201,6,5522,0.28250635,0.96088374,33395.723
10202,10202,6,5521,0.6460786,0.95942765,33320.637
10203,10203,6,5521,0.7717805,0.9623257,33676.83
10204,10204,6,6431,0.8280205,0.96345824,32122.766
10205,10205,6,6431,0.4977453,0.9651687,32352.334
10206,10206,6,6431,0.92878246,0.9653242,32233.111
10207,10207,6,6431,0.79800963,0.9653242,32282.617
10208,10208,6,6317,0.83394015,0.96517336,33236.19
10209,10209,6,6317,0.8519867,0.96137404,33209.32
10210,10210,6,6317,0.75494695,0.96153235,33064.285
10211,10211,6,6317,0.7847079,0.9612158,33316.934
10212,10212,6,5211,0.7677989,0.9591249,31908.37
10213,10213,6,5211,0.70216846,0.96104395,31947.52
10214,10214,6,5211,0.8915755,0.9564383,31767.879
10215,10215,6,5211,0.7033199,0.9612358,32226.023
10216,10216,6,4526,0.8857711,0.9615555,32706.56
10217,10217,6,4527,0.7347029,0.96090126,32520.889
10218,10218,6,4527,0.5014358,0.9624475,32466.668
10219,10219,6,4527,0.6068036,0.9589132,32868.54
10220,10220,6,4903,0.88048136,0.9608403,34436.9
10221,10221,6,4903,0.67203754,0.95472157,33653.348
10222,10222,6,4903,0.6716296,0.9541097,33619.418
10223,10223,6,4903,0.5774016,0.95472157,33834.37
10224,10224,6,4561,0.8438939,0.96141195,31416.797
10225,10225,6,4561,0.42183733,0.9633852,31332.215
10226,10226,6,4561,0.77526855,0.96097344,31284.68
10227,10227,6,4561,0.8905942,0.95965797,31067.309
10228,10228,6,7734,0.33359194,0.9600465,33872.84
10229,10229,6,7734,0.60783553,0.96082234,33870.145
10230,10230,6,7734,0.5111197,0.9627618,34018.098
10231,10231,6,7734,0.7840703,0.96392554,34157.523
10232,10232,6,5173,0.6934081,0.96365744,33196.605
10233,10233,6,5173,0.75662094,0.96191764,33266.945
10234,10234,6,5173,0.56775564,0.9611444,32769.055
10235,10235,6,5173,0.7272376,0.9624976,33115.6
10236,10236,6,6974,0.6071121,0.96859765,32020.28
10237,10237,6,6974,0.90321195,0.96329224,31781.93
10238,10238,6,6974,0.5739891,0.9650129,32059.059
10239,10239,6,6974,0.17722972,0.9650129,31944.275
10240,10240,6,4445,0.9460068,0.9637795,32359.69
10241,10241,6,4445,0.70933634,0.9615298,32520.625
10242,10242,6,4445,0.63689536,0.96265465,32534.908
10243,10243,6,4445,0.45264342,0.9624297,32498.732
10244,10244,6,4954,0.8199435,0.95639884,32999.824
10245,10245,6,4954,0.6794509,0.95478404,32815.766
10246,10246,6,4954,0.5427937,0.953371,32917.246
10247,10247,6,4954,0.7089221,0.95761,33080.09
10248,10248,6,4713,0.6948865,0.95565456,32895.04
10249,10249,6,4713,0.7449607,0.95374495,32770.266
10250,10250,6,4713,0.52068746,0.9565033,32729.373
10251,10251,6,4713,0.6641205,0.9582007,33049.023
10252,10252,6,4361,0.7005274,0.95826644,32388.922
10253,10253,6,4361,0.7170374,0.956432,32382.256
10254,10254,6,4361,0.92203623,0.9518459,32605.045
10255,10255,6,4361,0.7972942,0.9557441,32403.19
10256,10256,6,5850,0.55367523,0.9547008,34995.46
10257,10257,6,5850,0.5003419,0.954359,35267.543
10258,10258,6,5850,0.43008548,0.95418805,34831.625
10259,10259,6,5850,0.7003419,0.9533333,34857.78
10260,10260,6,4296,0.89874303,0.957635,31730.61
10261,10261,6,4296,0.78445065,0.95530725,31679.533
10262,10262,6,4296,0.9075885,0.95321226,31793.281
10263,10263,6,4296,0.7532588,0.95437616,31423.484
10264,10264,6,4661,0.6269041,0.95558894,33276.12
10265,10265,6,4661,0.8631195,0.9564471,33131.17
10266,10266,6,4661,0.7938211,0.95537436,32979.39
10267,10267,6,4661,0.47328898,0.95601803,33378.22
10268,10268,6,6694,0.89557815,0.961458,33431.008
10269,10269,6,6694,0.7787571,0.96205556,33362.94
10270,10270,6,6694,0.33896026,0.96623844,33306.15
10271,10271,6,6694,0.72557515,0.95966536,33427.82
10272,10272,6,8732,0.55726063,0.95980304,32996.17
10273,10273,6,8732,0.46965185,0.9591159,33011.504
10274,10274,6,8732,0.8565048,0.9602611,32877.484
10275,10275,6,8731,0.7341656,0.95991296,33079.402
10276,10276,6,4760,0.82836133,0.95945376,31840.283
10277,10277,6,4760,0.50315124,0.96113443,31928.084
10278,10278,6,4760,0.8331933,0.9590336,32073.592
10279,10279,6,4760,0.35819328,0.9609244,31891.0
10280,10280,6,8961,0.5988171,0.9667448,32801.23
10281,10281,6,8960,0.47823662,0.96305805,32966.117
10282,10282,6,8961,0.8492356,0.9647361,32692.479
10283,10283,6,8961,0.2311126,0.9637317,32719.594
10284,10284,6,5113,0.8920399,0.9651868,31441.352
10285,10285,6,5113,0.5157442,0.9659691,31619.598
10286,10286,6,5113,0.73322904,0.9649912,31508.316
10287,10287,6,5113,0.8898885,0.9630354,31628.908
10288,10288,6,4935,0.6784195,0.95663625,31489.238
10289,10289,6,4935,0.90050656,0.96129686,31111.48
10290,10290,6,4935,0.88328266,0.96008104,31520.27
10291,10291,6,4935,0.66909826,0.9556231,31552.152
10292,10292,6,5357,0.4101176,0.95837224,32141.191
10293,10293,6,5357,0.7543401,0.9589322,31835.13
10294,10294,6,5357,0.81538177,0.9572522,31902.273
10295,10295,6,5357,0.8250887,0.95986557,32138.59
10296,10296,6,4404,0.9182561,0.9643506,29081.318
10297,10297,6,4404,0.71071756,0.9616258,29390.266
10298,10298,6,4404,0.9634423,0.96412355,29245.023
10299,10299,6,4404,0.72456855,0.9636694,29448.463
10300,10300,6,6321,0.6801139,0.9601329,33480.31
10301,10301,6,6321,0.63376045,0.9607657,33369.793
10302,10302,6,6321,0.36355007,0.95760167,33489.03
10303,10303,6,6321,0.39091915,0.9593419,33398.1
10304,10304,6,7214,0.74230665,0.9593845,32221.412
10305,10305,6,7214,0.772387,0.96035486,32201.855
10306,10306,6,7214,0.4054616,0.9586914,32422.605
10307,10307,6,7214,0.7974771,0.9571666,32172.977
10308,10308,6,6593,0.8710754,0.96223265,30047.365
10309,10309,6,6593,0.78901863,0.9632944,30255.066
10310,10310,6,6593,0.5358714,0.9613226,30105.059
10311,10311,6,6593,0.9273472,0.962081,30184.934
10312,10312,6,4880,0.53586066,0.9547131,32149.205
10313,10313,6,4880,0.8485656,0.9536885,32203.936
10314,10314,6,4880,0.560041,0.95717216,32063.791
10315,10315,6,4880,0.6409836,0.95512295,32408.95
10316,10316,6,5067,0.38563251,0.96072626,34528.96
10317,10317,6,5068,0.34372532,0.95737964,34209.7
10318,10318,6,5066,0.414923,0.95736283,34068.777
10319,10319,6,5067,0.5608842,0.95658183,34515.19
10320,10320,6,4985,0.59658974,0.9570712,32615.25
10321,10321,6,4985,0.49167502,0.955667,32581.96
10322,10322,6,4985,0.87382144,0.95987964,32888.152
10323,10323,6,4985,0.7560682,0.95947844,32921.73
10324,10324,6,6265,0.7067837,0.9584996,32582.79
10325,10325,6,6265,0.75259376,0.9602554,32404.928
10326,10326,6,6265,0.5937749,0.95929766,32339.67
10327,10327,6,6265,0.6453312,0.9575419,32574.277
10328,10328,6,5490,0.79635704,0.9531876,32370.736
10329,10329,6,5490,0.32896176,0.9564663,32096.014
10330,10330,6,5490,0.667031,0.9590164,32346.725
10331,10331,6,5490,0.7089253,0.9570128,31934.162
10332,10332,6,5122,0.5244045,0.95860994,33872.03
10333,10333,6,5122,0.3609918,0.9531433,33648.695
10334,10334,6,5122,0.63881296,0.95236236,33554.926
10335,10335,6,5122,0.75985944,0.95372903,33842.637
10336,10336,6,4383,0.9443304,0.9644079,31473.133
10337,10337,6,4383,0.9609856,0.9616701,31350.932
10338,10338,6,4383,0.6947296,0.9616701,31848.889
10339,10339,6,4383,0.8425736,0.96235454,31087.043
10340,10340,6,6150,0.6505691,0.95772356,34227.074
10341,10341,6,6150,0.7266667,0.9604878,34265.312
10342,10342,6,6150,0.8458537,0.95772356,34277.04
10343,10343,6,6149,0.6066027,0.95641565,34516.418
10344,10344,6,4351,0.826017,0.95771086,31699.035
10345,10345,6,4351,0.8860032,0.95702136,31846.598
10346,10346,6,4351,0.82486784,0.9549529,31896.52
10347,10347,6,4351,0.7179959,0.9565617,31954.377
10348,10348,6,5410,0.7439926,0.957671,32142.168
10349,10349,6,5410,0.8796673,0.95933455,31692.541
10350,10350,6,5410,0.8118299,0.9569316,31949.064
10351,10351,6,5410,0.83937156,0.95748615,31983.477
10352,10352,6,4833,0.77136356,0.95654875,31532.922
10353,10353,6,4831,0.81473815,0.95653075,31124.59
10354,10354,6,4833,0.77136356,0.95510036,31380.365
10355,10355,6,4833,0.8185392,0.9538589,31274.63
10356,10356,6,5202,0.9294502,0.9615533,31699.076
10357,10357,6,5202,0.82775855,0.9586697,31563.477
10358,10358,6,5202,0.8214148,0.9586697,31748.523
10359,10359,6,5202,0.9332949,0.96212995,31660.652
10360,10360,6,5472,0.76023394,0.96198833,31573.105
10361,10361,6,5472,0.36549708,0.9638158,31833.553
10362,10362,6,5472,0.9089912,0.9621711,31749.809
10363,10363,6,5472,0.86513156,0.96198833,31679.084
10364,10364,6,5667,0.37568378,0.95235574,32364.668
10365,10365,6,5666,0.21002471,0.95234734,32222.346
10366,10366,6,5667,0.5207341,0.95447326,32546.438
10367,10367,6,5666,0.8452171,0.9548182,32430.871
10368,10368,6,5783,0.6126578,0.95970947,32173.334
10369,10369,6,5783,0.87705344,0.9590178,32120.348
10370,10370,6,5783,0.6609026,0.960747,32197.953
10371,10371,6,5783,0.867197,0.95953655,32332.588
10372,10372,6,5336,0.6795352,0.958958,31499.664
10373,10373,6,5336,0.7336956,0.9613943,31611.902
10374,10374,6,5336,0.80509746,0.958021,31766.191
10375,10375,6,5336,0.62968516,0.95727134,31532.682
10376,10376,6,5623,0.71972257,0.9567846,33554.074
10377,10377,6,5622,0.90590537,0.9546425,33394.0
10378,10378,6,5622,0.34080398,0.960868,33436.164
10379,10379,6,5622,0.6437211,0.9578442,33581.062
10380,10380,6,4600,0.75608695,0.95934784,34537.695
10381,10381,6,4600,0.87869567,0.9567391,34135.53
10382,10382,6,4600,0.68869567,0.9576087,34190.367
10383,10383,6,4600,0.7943478,0.95586956,34242.66
10384,10384,1,5620,0.97900355,0.98540926,21031.684
10385,10385,1,5888,0.9368206,0.9852242,21312.701
10386,10386,1,9980,0.6318637,0.9872745,20193.121
10387,10387,1,12582,0.52869177,0.9852964,22218.604
10388,10388,1,6501,0.8069528,0.9843101,22111.367
10389,10389,1,7375,0.77328813,0.97667795,22424.982
10390,10390,1,15210,0.35253122,0.9843524,23330.807
10391,10391,1,7684,0.6992452,0.9816502,24691.246
10392,10392,1,6038,0.93242794,0.98426634,21281.639
10393,10393,1,8840,0.64151585,0.94151586,24894.521
10394,10394,1,7128,0.79545456,0.9827441,23473.477
10395,10395,1,6466,0.7921435,0.9859264,23317.795
10396,10396,1,6150,0.9204878,0.9811382,22371.521
10397,10397,1,8914,0.59299976,0.98507965,23202.09
10398,10398,1,6823,0.63798916,0.98270553,24458.254
10399,10399,1,6004,0.94203866,0.98634243,21488.914
10400,10400,1,5575,0.9847534,0.9858296,21219.25
10401,10401,1,6236,0.8510263,0.9810776,22194.543
10402,10402,1,6401,0.8467427,0.98250276,21225.852
10403,10403,1,6162,0.9404414,0.9836092,18322.287
10404,10404,1,6268,0.8374282,0.98516273,21445.863
10405,10405,1,9962,0.6163421,0.9080506,23735.459
10406,10406,1,5589,0.9704777,0.98729646,19878.826
10407,10407,1,6851,0.76893884,0.9827762,24213.982
10408,10408,1,6130,0.8934747,0.98548126,22601.469
10409,10409,1,14705,0.35137707,0.9872152,21807.936
10410,10410,1,5607,0.9691457,0.98073834,22302.283
10411,10411,1,11801,0.42106602,0.9851707,23726.055
10412,10412,1,6681,0.86977994,0.98637927,21296.373
10413,10413,1,13259,0.4723584,0.98318124,22838.766
10414,10414,1,6016,0.8628657,0.9812167,23011.643
10415,10415,1,12546,0.45082098,0.9842978,24586.416
10416,10416,1,5593,0.98158413,0.9846236,17497.377
10417,10417,1,5644,0.9776754,0.98423105,19597.838
10418,10418,1,10497,0.5961703,0.98037535,24076.586
10419,10419,1,10705,0.75992525,0.9666511,23023.672
10420,10420,1,6083,0.9247082,0.98487586,19158.389
10421,10421,1,12145,0.44182792,0.98517907,22860.244
10422,10422,1,10373,0.6320255,0.98698545,23869.531
10423,10423,1,6854,0.7847972,0.98526406,21310.062
10424,10424,1,7013,0.6860117,0.98174816,21882.635
10425,10425,1,6084,0.9838922,0.9863577,19002.303
10426,10426,1,8606,0.56809205,0.9603765,24734.684
10427,10427,1,5826,0.9407827,0.971507,20985.904
10428,10428,1,5696,0.94013345,0.9863062,21613.084
10429,10429,1,8488,0.6688266,0.9840952,22071.885
10430,10430,1,5816,0.9221114,0.98641676,22487.512
10431,10431,1,8245,0.7620376,0.98496056,25094.74
10432,10432,1,6176,0.9271373,0.9829987,21764.03
10433,10433,1,5774,0.96259093,0.98458606,18954.08
10434,10434,1,6428,0.87336653,0.98397636,22661.418
10435,10435,1,6755,0.8704663,0.98475206,19688.084
10436,10436,1,7616,0.7322742,0.9846376,21867.06
10437,10437,1,5774,0.95704883,0.98337376,19476.092
10438,10438,1,7681,0.73453975,0.87970316,21530.533
10439,10439,1,5606,0.9819836,0.9846593,18612.61
10440,10440,1,5732,0.9905792,0.9839498,18808.31
10441,10441,1,8166,0.70524126,0.9824884,21933.791
10442,10442,1,6237,0.8278018,0.98268396,22015.73
10443,10443,1,5904,0.9080285,0.9861111,19123.92
10444,10444,1,5913,0.920345,0.9847793,19800.848
10445,10445,1,5769,0.9807592,0.9838793,17763.533
10446,10446,1,5534,0.97849655,0.9830141,20747.74
10447,10447,1,16990,0.30200118,0.98646265,22534.545
10448,10448,1,6336,0.8710543,0.9854798,21760.86
10449,10449,1,5809,0.90067136,0.9836461,22103.604
10450,10450,1,5795,0.9461605,0.9848145,19056.832
10451,10451,1,5844,0.986653,0.9845996,19681.398
10452,10452,1,5777,0.95759046,0.9847672,19684.803
10453,10453,1,6131,0.9021367,0.981406,22651.691
10454,10454,1,5948,0.9762946,0.98587763,20425.375
10455,10455,1,9229,0.71546215,0.9836385,23038.21
10456,10456,1,5669,0.94655144,0.9855354,21428.85
10457,10457,1,14898,0.3358169,0.97717816,22606.746
10458,10458,1,7303,0.8107627,0.988224,23472.031
10459,10459,1,7857,0.64401174,0.9819269,21959.557
10460,10460,1,8251,0.7996606,0.9768513,23993.57
10461,10461,1,7138,0.77080417,0.9840291,25443.604
10462,10462,1,6670,0.7908546,0.982009,22234.28
10463,10463,1,7349,0.80759287,0.9819023,23982.594
10464,10464,1,8017,0.6516153,0.96582264,22554.166
10465,10465,1,5911,0.91253597,0.9555067,23049.992
10466,10466,1,5812,0.93255335,0.98262215,21596.037
10467,10467,1,7145,0.68313503,0.92316306,24799.158
10468,10468,1,6018,0.9322034,0.9827185,20429.996
10469,10469,1,7593,0.7695246,0.982879,25135.453
10470,10470,1,8129,0.76983637,0.98597616,21807.389
10471,10471,1,6707,0.90994483,0.8611898,21660.041
10472,10472,1,5854,0.9318415,0.98411345,22342.006
10473,10473,1,5806,0.8790906,0.976576,22425.564
10474,10474,1,6403,0.76011246,0.9645479,24193.21
10475,10475,1,7518,0.6943336,0.98470336,21323.918
10476,10476,1,5906,0.9326109,0.984084,22347.906
10477,10477,1,5649,0.97946537,0.9858382,19143.666
10478,10478,1,6248,0.8620359,0.98527527,22006.09
10479,10479,1,6380,0.8785266,0.984326,19785.49
10480,10480,1,5703,0.9621252,0.98456955,21128.62
10481,10481,1,10754,0.53533566,0.9867026,21380.553
10482,10482,1,5786,0.90044934,0.9854822,22143.969
10483,10483,1,5950,0.8205042,0.9810084,22778.357
10484,10484,1,6695,0.7931292,0.9321882,21232.865
10485,10485,1,6868,0.79309845,0.9825277,21669.389
10486,10486,1,6343,0.9177046,0.9865994,19891.854
10487,10487,1,8104,0.7666584,0.9622409,22909.799
10488,10488,1,9855,0.7542364,0.9830543,22173.072
10489,10489,1,6101,0.96230125,0.9852483,22882.71
10490,10490,1,5854,0.88708574,0.98633415,21959.63
10491,10491,1,5862,0.9266462,0.98191744,21494.875
10492,10492,1,8300,0.67650604,0.98289156,22614.838
10493,10493,1,5856,0.9735314,0.98377734,20120.445
10494,10494,1,8631,0.75738615,0.9837794,22330.316
10495,10495,1,5843,0.930344,0.98391235,20783.012
10496,10496,1,8394,0.6951394,0.94341195,25547.93
10497,10497,1,6160,0.9136364,0.9850649,20495.287
10498,10498,1,7893,0.77575064,0.98441654,24612.338
10499,10499,1,6182,0.83468133,0.98430926,22929.45
10500,10500,1,5505,0.98437786,0.9861944,19411.156
10501,10501,1,6680,0.7291916,0.9859281,21272.537
10502,10502,1,5755,0.9699392,0.98453516,18393.67
10503,10503,1,7358,0.79817885,0.9840989,20731.727
10504,10504,1,5705,0.975986,0.9826468,20077.355
10505,10505,1,5845,0.9305389,0.9839179,22555.613
10506,10506,1,6259,0.7496405,0.9814667,23924.8
10507,10507,1,6277,0.8024534,0.98311293,20609.438
10508,10508,1,6946,0.7780017,0.98329973,21963.086
10509,10509,1,7322,0.8055176,0.98429394,23860.875
10510,10510,1,5688,0.95446557,0.98101264,19861.316
10511,10511,1,5870,0.9063032,0.9817717,20044.688
10512,10512,1,8007,0.7296116,0.9847633,22536.99
10513,10513,1,6167,0.8417383,0.9810281,21269.85
10514,10514,1,7874,0.7929896,0.980823,23880.602
10515,10515,1,5906,0.95106673,0.9861158,19963.74
10516,10516,1,6230,0.8332263,0.9836276,22754.018
10517,10517,1,5887,0.9373195,0.98539156,21535.557
10518,10518,1,14483,0.35234413,0.98363596,23912.754
10519,10519,1,6257,0.7728944,0.9809813,21307.557
10520,10520,1,6980,0.727937,0.98467046,23902.883
10521,10521,1,5806,0.94264555,0.979504,21959.654
10522,10522,1,6358,0.8881724,0.9830135,21761.14
10523,10523,1,11419,0.59742534,0.97591734,23262.418
10524,10524,1,7188,0.83750695,0.983862,22509.264
10525,10525,1,6551,0.8783392,0.9822928,22335.625
10526,10526,1,5594,0.9551305,0.98391134,19510.734
10527,10527,1,5965,0.9052808,0.98507965,19777.889
10528,10528,1,6273,0.8793241,0.98294276,23809.418
10529,10529,1,11646,0.53262925,0.98729175,21214.033
10530,10530,1,5575,0.96986544,0.98600894,19714.773
10531,10531,1,6021,0.857997,0.9838897,23191.656
10532,10532,1,6565,0.8394516,0.9826352,21722.129
10533,10533,1,6920,0.78771675,0.982659,20508.246
10534,10534,1,7975,0.55310345,0.98394984,23375.268
10535,10535,1,5752,0.9793115,0.9845271,19624.89
10536,10536,1,5906,0.9442939,0.9859465,21306.271
10537,10537,1,6389,0.8678979,0.9826264,21485.5
10538,10538,1,6091,0.9338368,0.98489577,23837.553
10539,10539,1,6101,0.9187018,0.9829536,21638.615
10540,10540,1,7801,0.76695293,0.9842328,23242.07
10541,10541,1,6134,0.88082814,0.96315616,22812.744
10542,10542,1,7025,0.9020641,0.9785053,24517.59
10543,10543,1,8597,0.7830639,0.98255205,24418.783
10544,10544,1,5739,0.9170587,0.98728,21037.65
10545,10545,1,8641,0.76623076,0.98703855,22988.291
10546,10546,1,5928,0.86150473,0.98380566,24044.389
10547,10547,1,6150,0.8813008,0.98552847,21801.432
10548,10548,1,8203,0.7736194,0.8685847,24010.39
10549,10549,1,5705,0.95214725,0.9845749,22448.13
10550,10550,1,7331,0.7678352,0.9833583,22652.002
10551,10551,1,6156,0.87102014,0.9837557,20539.137
10552,10552,1,5768,0.97624826,0.9840499,18561.416
10553,10553,1,6651,0.86453164,0.9726357,21353.12
10554,10554,1,6450,0.8220155,0.98697674,20853.42
10555,10555,1,5987,0.8804076,0.9871388,22595.986
10556,10556,1,6449,0.75422543,0.98185766,21711.201
10557,10557,1,5549,0.9798162,0.98486215,19108.727
10558,10558,1,6136,0.97571707,0.9859843,18908.334
10559,10559,1,6324,0.9057559,0.98418725,21594.05
10560,10560,1,6233,0.7558158,0.9831542,23648.344
10561,10561,1,5781,0.96886355,0.98477775,21555.652
10562,10562,1,6077,0.9147606,0.9809116,21560.441
